price,title,net_m2,room_count,total_floor,floor,heating,property_type,brut_m2,age,due_monthly,in_site,balcony_count,living_room_m2
24.000TL,"vi̇lla tadinda, deni̇z şehi̇r ve orman manzarali 2+1 lüks dai̇re",105 M2,2+1,10,4.Kat,Kombi Doğalgaz,Boş,115 M2,4,,Hayır,,
13.000TL,"vi̇lla tadinda, deni̇z şehi̇r ve orman manzarali 2+1 lüks dai̇re",105 M2,2+1,10,4.Kat,Kombi Doğalgaz,Boş,115 M2,4,,Hayır,,
12.000TL,kiralık daire kireçtepe oarkı karşısı,90 M2,2+1,5,Düz Giriş (Zemin),Kombi Doğalgaz,,95 M2,21 Ve Üzeri,100 TL,Hayır,1,
10.000TLarrow_downward%13,uygun full eşyali atakum mevlana mah. osmanli hamami yani 1. kat 2+1 kamera güvenli̇k si̇st,70 M2,2+1,5,2.Kat,Kombi Doğalgaz,,90 M2,21 Ve Üzeri,50 TL,Hayır,,
10.250TLarrow_downward%15,hanedan konutlarinda ki̇ralik 3+1 lüks dai̇re,140 M2,3+1,3,3.Kat,Kombi Doğalgaz,Boş,165 M2,4,,Hayır,,
9.500TL,di̇ş hastanesi̇ karşisinda ki̇ralik 3+1 sifir ayarinda dai̇re,138 M2,3+1,4,4.Kat,Kombi Doğalgaz,Boş,153 M2,5-10,,Hayır,,
10.000TL,sofuoğlu cami̇i̇ karşisinda ki̇ralik müstaki̇l 3+1 dai̇re bahçeli̇,124 M2,3+1,3,1.Kat,Kombi Doğalgaz,Boş,136 M2,11-15,,Hayır,,
15.000TL,ekipten kışla mahallesinde 1+1 kaçırılmaz kiralik daire,80 M2,1+1,5,Çatı Katı,Merkezi Doğalgaz,Boş,90 M2,16-20,,Hayır,2,
15.000TL,samsun li̇man mah asansörlü 3+1 4.kat ki̇ralik dai̇re,130 M2,3+1,7,4.Kat,Kombi Doğalgaz,,140 M2,21 Ve Üzeri,,Hayır,,
7.500TL,eki̇p emlaktan i̇lkadim adalet karadeni̇z caddesi̇ 3+1 ki̇rali̇k,125 M2,3+1,9,5.Kat,Kombi Doğalgaz,Boş,135 M2,11-15,,Hayır,,
14.500TL,eki̇p emlaktan 3+1 ki̇ralik geni̇ş kullanişli dai̇re,130 M2,3+1,9,5.Kat,Kombi Doğalgaz,Boş,145 M2,21 Ve Üzeri,,Hayır,,
8.750TLarrow_downward%8,sahibinden bafra mevlana mahallesi̇ öğretmen evi̇ karşisi 2+1 ki̇ralik dai̇re,100 M2,2+1,5,5.Kat,Kombi Doğalgaz,,110 M2,5-10,,Hayır,,
15.000TL,as yapi'dan yat li̇manina yürüme mesafesi̇nde 1+1 ki̇ralik dai̇re,50 M2,1+1,4,3.Kat,Kombi Doğalgaz,Boş,55 M2,0 (Yeni),,Hayır,,
13.000TL,as yapi'dan sahi̇lde lüks 1+1 full eşyali loft dai̇re,60 M2,1+1,4,1.Kat,Kombi Doğalgaz,Eşyalı,70 M2,2,,Hayır,,
9.000TL,*yayla gyd 'den kiralik 3+1 dai̇re turkis tramvaya cephe,110 M2,3+1,4,3.Kat,Kombi Doğalgaz,Boş,120 M2,21 Ve Üzeri,,Evet,,
5.000TL,samsun i̇lkadim anadolu mahallesi̇nde aboneli̇k açik 3+1 ki̇ralik dai̇re,120 M2,3+1,4,2.Kat,Sobalı,Boş,130 M2,21 Ve Üzeri,,Hayır,,
11.000TLarrow_downward%12,atakum tranway'a yakin kismi̇ eşyali ki̇ralik 1+1,51 M2,1+1,5,5.Kat,Kombi Doğalgaz,Eşyalı,60 M2,4,,Hayır,,
15.000TL,samsun i̇lkadim li̇man mahallesi̇nde asansörlü mükemmel lokasyonda 3+1 ki̇ralik dai̇re,140 M2,3+1,5,4.Kat,Kombi Doğalgaz,Boş,150 M2,21 Ve Üzeri,,Hayır,,
13.000TL,ekipten kiralik 3+1 firsatdairesi,110 M2,3+1,6,Bahçe Katı,Merkezi Doğalgaz,Boş,120 M2,21 Ve Üzeri,,Hayır,,
10.000TL,fahri ünal'dan eşyalı kiralik çatı katı,80 M2,2+1,3,Çatı Katı,Kombi Doğalgaz,,100 M2,16-20,,Hayır,,
12.500TL,eki̇pten 2+1 firsat dairesi eşyalı,90 M2,2+1,5,1.Kat,Merkezi Doğalgaz,Eşyalı,100 M2,16-20,,Hayır,1,
25.000TL,samsun atakum ni̇şantaşi caddesi̇ ki̇ralik 1+1,45 M2,1+1,4,2.Kat,Kombi Doğalgaz,,55 M2,0 (Yeni),100 TL,Hayır,,
10.000TL,revi̇zyon türki̇yeden sky towers panorami̇k deni̇z manzarali ki̇ralik dai̇re,254 M2,4+1,25,2.Kat,Yerden Isıtma,Boş,280 M2,0 (Yeni),,Hayır,,
4.500TLarrow_downward%10,furkan emlak'tan selahi̇ye mah.2+1 3.kat 8 yillik balkonlu masrafsiz ki̇ralik dai̇re,110 M2,2+1,3,3.Kat,Kombi Doğalgaz,Boş,120 M2,5-10,,Hayır,1,
9.500TL,atakum ki̇ralik 1+1 eşyali dai̇re - ali̇han telli̇oğli,50 M2,1+1,5,4.Kat,Yerden Isıtma,,58 M2,0 (Yeni),100 TL,Hayır,1,
5.500TLarrow_downward%15,bahçeşehi̇r koleji yaninda lüks 3+1 ki̇ralik dai̇re,150 M2,3+1,7,6.Kat,Kombi Doğalgaz,Boş,168 M2,4,400 TL,Hayır,2,
7.250TL,i̇lkadim rasathane mahallesi̇nde ki̇ralik dai̇re,120 M2,3+1,8,2.Kat,Kombi Doğalgaz,,138 M2,21 Ve Üzeri,,Hayır,3,
10.000TL,sahibinden atakum marinada denize ve plaja çok yakın eşyalı kiralık 2+1,70 M2,2+1,3,2.Kat,Kombi Doğalgaz,,75 M2,5-10,500 TL,Hayır,,
7.500TL,samsun atakum esenevlerde ful eşyali anayola cephe 3+1 ki̇ralik dai̇re,115 M2,3+1,6,1.Kat,Kombi Doğalgaz,Eşyalı,135 M2,16-20,,Hayır,,
47.500TL,enes emlaktan ana yola cephe 3+1 ki̇ralik dai̇re,125 M2,3+1,5,1.Kat,Kombi Doğalgaz,Boş,135 M2,21 Ve Üzeri,,Hayır,,
8.500TL,lozan caddesi̇ne cephe ki̇ralik 3+1,115 M2,3+1,6,Yüksek Giriş,Kombi Doğalgaz,Boş,125 M2,11-15,,Hayır,,
10.500TL,samsun atakum deni̇z manzarali cam balkonlu ankastre firin seti̇ takili lüks ki̇ralik 1+1 sifir dai̇re,50 M2,1+1,5,5.Kat,Yerden Isıtma,,60 M2,0 (Yeni),,Hayır,,
20.000TL,akbaş'dan meşe tesi̇sleri̇nde si̇te i̇çi̇nde ki̇ralik 3+1 dai̇re,145 M2,3+1,11,3.Kat,Kombi Doğalgaz,Boş,170 M2,11-15,,Evet,,
5.000TL,atakumda ki̇ralik 2+1(merkezi̇ konumda),90 M2,2+1,5,2.Kat,Kombi Doğalgaz,Boş,110 M2,21 Ve Üzeri,,Hayır,,
9.000TL,mrz gayri̇menkul'den körfez'de havuzlu si̇te i̇çi̇ ki̇ralik 3+1 dai̇re,165 M2,3+1,5,1.Kat,Kombi Doğalgaz,Boş,185 M2,4,,Hayır,,
13.000TL,samsun i̇lkadim kişla mahallesi̇nde depozi̇tosuz doğalgazli 1+1 ki̇ralik dai̇re,90 M2,1+1,5,5.Kat,Kombi Doğalgaz,Boş,120 M2,21 Ve Üzeri,,Hayır,,
20.000TL,sahibinden kiralık daire,38 M2,1+1,4,Düz Giriş (Zemin),Kombi Doğalgaz,Boş,47 M2,0 (Yeni),,Hayır,1,
15.250TL,aysa gayri̇menkul atakum/körfez ki̇ralik 1+1 dai̇re,55 M2,1+1,4,4.Kat,Yerden Isıtma,Eşyalı,60 M2,1,,Hayır,,
15.000TL,aysa gayri̇menkul i̇lkadim/ kişla mahallesi̇ ki̇ralik 3+1,122 M2,3+1,12,7.Kat,Kombi Doğalgaz,Boş,130 M2,0 (Yeni),JetHat  ile ekstra ücret ödemeden arayın  Telefona Bak,Evet,,
12.000TL,"atakent güzelyali sahi̇lde 2,5+1 ki̇ralik dai̇re",100 M2,2.5+1,8,2.Kat,Kombi Doğalgaz,Boş,120 M2,11-15,275 TL,Hayır,2,40 M2
8.000TL,a.y.s. gayri̇menkul ' dan 3+1 ki̇ralik dai̇re,130 M2,3+1,5,5.Kat,Kombi Doğalgaz,,135 M2,21 Ve Üzeri,,Hayır,,
18.500TL,kisa dönem full eşyali havuzlu vi̇lla,170 M2,3+1,Şömine,2,Mülk Sahibi Oturuyor,Eşyalı,200 M2,4,,Hayır,,
10.500TL,atakent cadde üzeri̇ eşyali ki̇ralik dai̇re,45 M2,1+1,5,2.Kat,Kombi Doğalgaz,Eşyalı,55 M2,4,,Hayır,,
25.000TL,ki̇ralik 3+1 deni̇zmanzarali ebeveyn banyolu atakum küçükkolpinar,135 M2,3+1,6,3.Kat,Kombi Doğalgaz,,145 M2,5-10,150 TL,Hayır,,
5.000TL,samsun atakum deni̇z doğa ve orman manzarali eşyali ki̇ralik 2+1 dai̇re,100 M2,2+1,6,5.Kat,Kombi Doğalgaz,Eşyalı,110 M2,3,,Hayır,,
9.500TL,gkb yapi’dan tramvaya yakin ki̇ralik 1+1 eşyali dai̇re,45 M2,1+1,6,3.Kat,Kombi Doğalgaz,Eşyalı,55 M2,1,230 TL,Hayır,1,
9.000TL,yeni̇mahalle merkezi̇ konumda temi̇z ki̇rali 1+1 dai̇re,50 M2,1+1,4,2.Kat,Kombi Doğalgaz,,60 M2,11-15,,Hayır,,
17.000TL,truvadan atatürk bulvarina cephe ki̇ralik 3+1 dai̇re,140 M2,3+1,5,1.Kat,Kombi Doğalgaz,Boş,160 M2,11-15,,Hayır,,
15.000TL,avantaj gayri̇menkul'den i̇lkadim'da ki̇ralik 3+1 dai̇re,130 M2,3+1,9,5.Kat,Kombi Doğalgaz,,140 M2,21 Ve Üzeri,,Hayır,,
7.500TL,atakum'un en lüks si̇teleri̇nden goldenland'de ki̇ralik 4+1 dai̇re,205 M2,4+1,15,15.Kat,Merkezi (Pay Ölçer),Boş,255 M2,1,,Evet,,
35.000TL,kiralık eşyalı 1+1,42 M2,1+1,12,1.Kat,Merkezi (Pay Ölçer),Eşyalı,50 M2,5-10,960 TL,Hayır,1,
12.000TL,samsun i̇lkadim bariş bulvari ki̇ralik dai̇re,85 M2,2+1,6,2.Kat,Sobalı,,90 M2,21 Ve Üzeri,,Hayır,,
14.000TL,a.y.s. gayri̇menkul ' dan 2+1 eşyali ki̇ralik dai̇re,40 M2,2+1,6,Yüksek Giriş,Kombi Doğalgaz,,50 M2,2,,Evet,,
14.000TLarrow_downward%7,samsun atakum yeni̇mahalle atakent'te ultralüks ki̇ralik 1+1 dai̇re,54 M2,1+1,8,6.Kat,Yerden Isıtma,,73 M2,1,200 TL,Hayır,,
10.000TL,esyali̇ ki̇rali̇k dai̇re i̇lkadi̇m bahceli̇evler,100 M2,2+1,5,2.Kat,Kombi Doğalgaz,Eşyalı,115 M2,21 Ve Üzeri,20 TL,Hayır,,
8.000TL,sahi̇le sifir ki̇ralik vi̇lla,210 M2,4+1,Kombi Fueloil,3,Boş,Eşyalı,860 M2,11-15,,Hayır,,
16.000TL,truva'dan deni̇z manzarali 3+1 dai̇re,110 M2,3+1,6,5.Kat,Kombi Doğalgaz,Boş,120 M2,16-20,,Hayır,,
15.000TL,mega gayri̇menkul'den derebahçede uygun fi̇yata ki̇ralik dai̇re,115 M2,3+1,2,1.Kat,Sobalı,Boş,120 M2,21 Ve Üzeri,,Hayır,,
50.000TL,ekipten kılıçdede mah.kiralık 3+1 daire caddeye cephe asansörlü,130 M2,3+1,8,4.Kat,Kombi Doğalgaz,Boş,145 M2,21 Ve Üzeri,,Hayır,,
10.500TL,as yapidan yeni̇mahalle anayolda eşyali ki̇ralik 1+1 dai̇re,50 M2,1+1,8,1.Kat,Kombi Doğalgaz,Eşyalı,60 M2,4,,Hayır,,
4.000TL,görgülü emlaktan ki̇ralik 3+1 dai̇re,158 M2,3+1,3,3.Kat,Kombi Doğalgaz,,170 M2,11-15,,Hayır,,
19.000TL,ekipten kiralik 2+1 firsat daire,100 M2,2+1,4,2.Kat,Merkezi Doğalgaz,Boş,110 M2,21 Ve Üzeri,,Hayır,1,
12.000TL,mi̇marsi̇nan mah. ki̇ralik 3+1 dai̇re,125 M2,3+1,3,Yüksek Giriş,Kombi Doğalgaz,,135 M2,16-20,,Hayır,,
60.000TLarrow_downward%8,tramvaya 5 daki̇ka full eşyali ki̇ralik 1+1 dai̇re,50 M2,1+1,5,3.Kat,Kombi Doğalgaz,,55 M2,4,,Hayır,,
11.000TLarrow_downward%6,samsun i̇lkadim 100.yil bulvarina yakin konumda ki̇ralik 1+1 dai̇re,60 M2,1.5+1,3,3.Kat,Kombi Doğalgaz,,70 M2,21 Ve Üzeri,,Hayır,1,
13.000TL,samsun atakum körfezde tramvaya yürüme mesafesi̇nde 1+1 ki̇ralik sifir dai̇re,50 M2,1+1,6,1.Kat,Kombi Doğalgaz,Boş,55 M2,1,,Hayır,,
13.500TL,"atakum'da ki̇ralik2+1 ayri mutfakli,geni̇ş, ferah",110 M2,2+1,7,5.Kat,Merkezi (Pay Ölçer),Boş,130 M2,5-10,,Hayır,,
"10,500TLarrow_downward%14",ali̇ eri̇şgi̇n 'den tranvaya yakin ki̇ralik 1+1 dai̇re,50 M2,1+1,5,Düz Giriş (Zemin),Kombi Doğalgaz,Boş,60 M2,4,,Hayır,,
6.000TL,beş yildiz emlaktan 3+1 dai̇re,110 M2,3+1,5,1.Kat,Kombi Doğalgaz,,120 M2,21 Ve Üzeri,,Evet,,
13.500TL,dere gayri̇menkulden körfezde firsat dai̇re,50 M2,1+1,5,5.Kat,Kombi Doğalgaz,Eşyalı,55 M2,2,,Hayır,,
8.250TL,samsun i̇lkadim bahçeli̇evler mahallesi̇'nde doğalgazli mükemmel lokasyonda temi̇z 3+1 ki̇ralik dai̇re,110 M2,3+1,5,4.Kat,Kombi Doğalgaz,Boş,120 M2,21 Ve Üzeri,,Hayır,,
7.000TL,atasoy gyo’dan 2+1 sifir ki̇ralik dai̇re,90 M2,2+1,5,Düz Giriş (Zemin),Kombi Doğalgaz,,95 M2,0 (Yeni),,Hayır,,
7.250TL,m.can emlaktan ki̇ralik dai̇re,85 M2,2+1,5,1.Kat,Kombi Doğalgaz,,95 M2,21 Ve Üzeri,,Hayır,,
10.000TL,köprü grup'tan körfez'de geni̇ş sifir 1+1 ki̇ralik dai̇re,58 M2,1+1,5,Düz Giriş (Zemin),Yerden Isıtma,Boş,63 M2,0 (Yeni),,Hayır,,
7.000TL,köprü grup'tan aboneli̇kleri̇ dahi̇l ki̇ralik sifir eşyali 2+1 dai̇re,95 M2,2+1,5,Çatı Katı,Kombi Doğalgaz,Eşyalı,120 M2,5-10,,Hayır,,
9.000TL,truva'dan atakum esenevler ki̇ralik 2+1 teras kat dai̇re,80 M2,2+1,5,5.Kat,Kombi Doğalgaz,Boş,100 M2,11-15,,Hayır,,
10.000TL,samsun i̇lkadi̇m saadet cafdesi̇nde ki̇rali̇k esyali̇ 3+1 dai̇re,130 M2,3+1,5,5.Kat,Kombi Doğalgaz,Eşyalı,150 M2,16-20,,Hayır,,
8.500TL,i̇sti̇klal mahallesi̇ okullar bölgesi̇ ki̇ralik sifir 3+1 dai̇re,135 M2,3+1,8,6.Kat,Kombi Doğalgaz,Boş,140 M2,0 (Yeni),,Hayır,,
9.750TL,i̇lkadim fevzi̇çakmak mah.100.yil bulvarina cephe ki̇ralik 2+1 dai̇re,100 M2,2+1,4,Yüksek Giriş,Kombi Doğalgaz,,110 M2,21 Ve Üzeri,,Hayır,,
7.500TL,truva'dan atakum mevlana ki̇ralik 3+1 geni̇ş sifir dai̇re,140 M2,3+1,4,3.Kat,Kombi Doğalgaz,Boş,160 M2,0 (Yeni),,Hayır,,
7.000TL,i̇lkadim fevziçakmak mah.100.yil bulvarina cephe ki̇ralik 2+1 dai̇re,100 M2,2+1,4,4.Kat,Kombi Doğalgaz,,110 M2,21 Ve Üzeri,,Hayır,,
8.000TL,sayi̇tbey mah kiralik 2+1 bahçe kati,85 M2,2+1,5,Bahçe Katı,Kombi Doğalgaz,,95 M2,21 Ve Üzeri,,Hayır,,
20.000TL,3+1 kiralık daire tekkeköy,120 M2,3+1,7,3.Kat,Kombi Doğalgaz,Boş,140 M2,5-10,,Hayır,,
9.500TL,*yayla gyd 'den canikte kiralik 2+0 sobali terasli daire,85 M2,2+0,5,5.Kat,Sobalı,Boş,100 M2,16-20,,Hayır,,
10.000TL,sahibinden kiralik 1+1daire,50 M2,1+1,5,Yüksek Giriş,Kombi Doğalgaz,Eşyalı,65 M2,2,250 TL,Hayır,,
20.000TL,tramvaya yakin ki̇ralik 1+1,50 M2,1+1,5,1.Kat,Kombi Doğalgaz,,60 M2,4,,Hayır,,
7.500TL,samsun i̇lkadim adalet mahallesi̇nde bulvara cephe asansörlü aboneli̇k açik 3+1 eşyali ki̇ralik dai̇re,115 M2,3+1,7,3.Kat,Kombi Doğalgaz,Eşyalı,125 M2,21 Ve Üzeri,,Hayır,,
18.500TL,kahveci̇oğlu emlak'tan cumhuri̇yet mah. ki̇ralik 2+1 dai̇re,105 M2,2+1,4,4.Kat,Kombi Doğalgaz,,110 M2,21 Ve Üzeri,,Hayır,,
7.500TL,huzurun tek adresi̇ ki̇ng li̇fe sui̇t,55 M2,1+1,6,Yüksek Giriş,Kombi Doğalgaz,,65 M2,5-10,,Hayır,,
7.500TL,bersu'dan ki̇ralik lüks dai̇re,90 M2,2+1,3,2.Kat,Kombi Doğalgaz,Boş,100 M2,0 (Yeni),,Hayır,,
12.000TL,atakum yeni̇ mah.jandarma arkasinda ki̇ralik 1+1 lüks dai̇re,55 M2,1+1,4,4.Kat,Kombi Doğalgaz,Boş,60 M2,2,,Hayır,,
5.750TL,"alan emlak; ara kat, sıfır cam balkonlu kiralık 4+1 daire",180 M2,4+1,6,5.Kat,Kombi Doğalgaz,Boş,210 M2,0 (Yeni),,Hayır,,
8.000TL,çi̇i̇ftli̇k mahallesi̇,100 M2,2+1,4,Kot 1 (-1).Kat,Kombi Doğalgaz,,110 M2,16-20,,Hayır,,
8.000TL,ayşegülemlak'tan pamuklu bulvarina cephe geni̇ş 1+1 ki̇ralik,45 M2,1+1,5,5.Kat,Kombi Doğalgaz,Boş,55 M2,0 (Yeni),,Hayır,,
14.500TL,ayşegülemlak'tan atakumda geni̇ş kullanişli 3+1 ki̇ralik dai̇re,135 M2,3+1,5,4.Kat,Kombi Doğalgaz,Boş,155 M2,3,,Hayır,,
6.500TLarrow_downward%7,beş yıldız emlaktan 3+2 kiralık daire,130 M2,3+1,7,6.Kat,Kombi Doğalgaz,Boş,140 M2,11-15,120 TL,Hayır,,
500TL,sahibinden acill devren kiralık işyeri,330 M2,3+1,1,Bahçe Katı,Isıtma Yok,Eşyalı,370 M2,5-10,,Hayır,,
12.000TL,"56'lar, dsi̇ yakini, 110 m2, 3+1, doğalgazli, balkonlu, boyali temi̇z dai̇re",105 M2,3+1,4,4.Kat,Kombi Doğalgaz,,110 M2,21 Ve Üzeri,,Hayır,,
12.000TL,🔥gençbay emlak'tan rasathane mah 4.kat asansörlü masrafsiz ki̇ralik temi̇z dai̇re,120 M2,3+1,5,4.Kat,Kombi Doğalgaz,Boş,140 M2,16-20,,Hayır,,
24.500TL,sevgi emlaktan körfezde full manzara eşyalı kiralık 1+1,40 M2,1+1,7,6.Kat,Kombi Doğalgaz,Eşyalı,45 M2,5-10,,Hayır,,
8.000TL,samsun cani̇k kuzey yildizi mahallesi̇'nde güzel konumda 3+1 ki̇ralik dai̇re,125 M2,3+1,4,2.Kat,Sobalı,Boş,135 M2,21 Ve Üzeri,,Hayır,,
6.500TL,atasoy gyo’dan 2+1 temi̇z dai̇re,100 M2,2+1,9,7.Kat,Kombi Doğalgaz,,110 M2,21 Ve Üzeri,,Hayır,1,
16.000TL,atakum garand atakule de süper lüks 4+1,180 M2,4+1,27,5.Kat,Kombi Doğalgaz,,200 M2,0 (Yeni),1000 TL,Hayır,2,
12.000TL,kadiköy mahallesi̇ 2+1 satilik dai̇re,75 M2,2+1,6,5.Kat,Sobalı,,80 M2,21 Ve Üzeri,,Evet,,
500.000TL,gazi̇ caddesi̇ ki̇ralik dai̇re 1+1,75 M2,1+1,5,Kot 3 (-3).Kat,Sobalı,,80 M2,21 Ve Üzeri,,Hayır,,
10.000TL,cati̇ kati̇ ki̇rali̇k i̇lkadi̇m bahceli̇evler,100 M2,2+1,7,7.Kat,Kombi Doğalgaz,Boş,120 M2,11-15,140 TL,Hayır,4 +,
12.000TL,sahibinden bafra merkezde bulvara cephe,125 M2,3+1,6,1.Kat,Isıtma Yok,Boş,130 M2,21 Ve Üzeri,150 TL,Hayır,2,
15.000TL,ramazan bayrami rezervasyonlari i̇çi̇n atakumda 1+1 tranwaya ve deni̇ze yürüme mesafesi̇nde,55 M2,1+1,6,6.Kat,Kombi Doğalgaz,,60 M2,5-10,,Hayır,,
5.500TL,doğan emlak group’tan rasathane mh 3+1 masrafsiz ki̇ralik dai̇re,120 M2,3+1,4,1.Kat,Kombi Doğalgaz,,130 M2,21 Ve Üzeri,,Hayır,,
8.000TL,atatürk bulvarinda merkezi̇ yerde geni̇ş ki̇ralik 2+1 dai̇re,110 M2,2+1,5,3.Kat,Kombi Doğalgaz,Boş,115 M2,11-15,,Hayır,,
30.000TL,sereni̇ty peli̇tköy rezi̇dans'da sifir eşyali ki̇ralik 1+1 dai̇re,50 M2,1+1,5,3.Kat,Yerden Isıtma,Eşyalı,65 M2,0 (Yeni),,Hayır,,
1.200.000TL,atakum sahi̇le 50 adim mesafe de gi̇yi̇nme odali ki̇ralik 4+1 dai̇re,150 M2,4+1,4,2.Kat,Kombi Doğalgaz,Boş,165 M2,5-10,,Hayır,,
6.000TLarrow_downward%14,ki̇ng li̇fe sui̇t 1+1 kendi̇ evi̇ni̇zde hi̇ssedeceksi̇ni̇z atakum tranwaya cephe,55 M2,1+1,6,5.Kat,Kombi Doğalgaz,,60 M2,11-15,,Evet,,
12.000TL,atakumda doğa i̇le i̇ç i̇çe geni̇ş lüx 1+1 dai̇re,49 M2,1+1,5,4.Kat,Kombi Doğalgaz,Boş,55 M2,0 (Yeni),,Hayır,,
15.000TL,yeni̇mahalle'de ki̇ralik 2+1 dai̇re,73 M2,2+1,5,1.Kat,Kombi Doğalgaz,Boş,80 M2,2,,Hayır,,
15.000TL,atakum büyükkolpinar'da ki̇ralik 3+1 / 150 m2 ki̇ralik dai̇re,130 M2,3+1,4,3.Kat,Kombi Doğalgaz,Boş,150 M2,21 Ve Üzeri,,Hayır,,
500TL,ki̇ng li̇fe sui̇t 1+1 kendi̇ evi̇ni̇zde hi̇ssedeceksi̇ni̇z,55 M2,1+1,6,6.Kat,Kombi Doğalgaz,,60 M2,5-10,,Hayır,,
6.500TLarrow_downward%32,king life süi̇t atakum günlük ki̇ralik dai̇re 1+1 dai̇reler evi̇ni̇zdeki̇ rahatlik,55 M2,1+1,6,4.Kat,Kombi Doğalgaz,,60 M2,11-15,,Hayır,,
11.000TL,1+1 kiralık eşyalı daire,45 M2,1+1,4,4.Kat,Kombi Doğalgaz,Eşyalı,50 M2,3,265 TL,Hayır,1,
10.500TL,kiralık 1.1 daire,47 M2,1+1,3,Yüksek Giriş,Kombi Doğalgaz,Eşyalı,55 M2,2,75 TL,Hayır,1,
27.500TL,atasoy gyo’dan 3+1 ki̇ralik dai̇re,120 M2,3+1,4,Bahçe Katı,Kombi Doğalgaz,,130 M2,21 Ve Üzeri,,Hayır,,
500TL,alan emlak; hazreti̇ hati̇ce cami̇ yaninda ki̇ralik 2+1 dai̇re,90 M2,2+1,5,5.Kat,Kombi Doğalgaz,Boş,100 M2,21 Ve Üzeri,,Hayır,,
9.000TL,i̇lkadim bulvar üzeri̇nde ki̇ralik dai̇re,120 M2,3+1,8,2.Kat,Kombi Doğalgaz,,138 M2,21 Ve Üzeri,,Hayır,2,
14.000TL,körfez tramvay durağina yakin eşyali ki̇ralik 1+1 dai̇re,55 M2,1+1,5,3.Kat,Kombi Doğalgaz,Eşyalı,65 M2,4,,Hayır,,
13.000TL,samsun si̇bel den çi̇ftli̇kte 3+1 3. kat ki̇ralik dai̇re,120 M2,3+1,4,3.Kat,Kombi Doğalgaz,,140 M2,21 Ve Üzeri,,Hayır,,
400TL,kw: atakum’u elmakent1+1 eşyali loft ki̇ralik dai̇re,68 M2,1+1,4,2.Kat,Kombi Doğalgaz,,78 M2,5-10,,Evet,,
300TL,dere gayri̇menkulden cağaloğluna cephe ki̇ralik 3+1,150 M2,3+1,10,7.Kat,Kombi Doğalgaz,Boş,165 M2,11-15,,Hayır,,
10.000TL,dere gayri̇menkulden tranvaya i̇ki̇ sokak eşyali ki̇ralik 1+1,60 M2,1+1,5,3.Kat,Kombi Doğalgaz,Eşyalı,65 M2,0 (Yeni),,Hayır,,
10.000TL,2+1 eşyalı kiralık daire,80 M2,2+1,3,1.Kat,Kombi Doğalgaz,Eşyalı,100 M2,16-20,,Hayır,,
6.000TL,uygun samsun i̇lkadim adalet mah. bulvar üstü 240 m² ters dubleks 2 gi̇ri̇şli̇ dai̇re i̇ş yeri̇ ofi̇s büro,240 M2,6+2,9,1.Kat,Kombi Doğalgaz,,260 M2,21 Ve Üzeri,200 TL,Hayır,,
11.000TLarrow_downward%12,doğan emlak group’tan unkapani mh bulvar üstü deni̇z manzarali ki̇ralik dai̇re,95 M2,2+1,7,7.Kat,Kombi Doğalgaz,Boş,110 M2,21 Ve Üzeri,,Hayır,1,
10.000TL,a.y.s. gayri̇menkul ' dan 3+1 ki̇ralik dai̇re,135 M2,3+1,5,3.Kat,Kombi Doğalgaz,,140 M2,16-20,,Evet,,
11.000TL,"çi̇ftli̇k efes pastanesi̇ yakini, 100 m2, 2+1, asansörlü, deni̇z manzarali dai̇re",95 M2,2+1,5,5.Kat,Kombi Doğalgaz,,100 M2,21 Ve Üzeri,,Hayır,,
10.000TL,atasoy gyo’dan 2+1 ki̇ralik dai̇re,90 M2,2+1,5,Bahçe Katı,Kombi Doğalgaz,,100 M2,21 Ve Üzeri,,Hayır,,
17.000TL,mrz gayri̇menkul'den alparslan blv cephe ki̇ralik 2+1 dai̇re,90 M2,2+1,4,1.Kat,Kombi Doğalgaz,Boş,100 M2,11-15,,Hayır,,
22.000TL,atakumda yeşi̇lyurt avm karsisindageni̇ş terasli eşyali ki̇ralik,75 M2,2+0,4,4.Kat,Kombi Doğalgaz,Eşyalı,80 M2,5-10,,Hayır,,
15.000TL,truva'dan atakum körfez eşyali ki̇ralik 1+1 dai̇re,50 M2,1+1,3,1.Kat,Kombi Doğalgaz,Eşyalı,55 M2,1,,Hayır,,
6.900TL,bbsbroker'dan derebahçe tren yoluna cephe giriş kat ticari/konut 2+1,87 M2,2+1,4,Düz Giriş (Zemin),Kombi Doğalgaz,,98 M2,5-10,,Hayır,,
30.000TL,çamlicadan azerbaycan caddesi̇n eşyali ki̇ralik 3+1 dai̇re,115 M2,3+1,4,3.Kat,Kombi Doğalgaz,Eşyalı,130 M2,16-20,,Hayır,,
10.000TL,broker poi̇nt’ten hasköyde ki̇ralik 3+1,115 M2,3+1,4,2.Kat,Kombi Doğalgaz,,120 M2,11-15,,Hayır,,
8.000TL,vezi̇rev emlak'tan ti̇kenli̇ mah. 2+1 gi̇ri̇ş kat ki̇ralik dai̇re,105 M2,2+1,3,Düz Giriş (Zemin),Kombi Doğalgaz,Boş,115 M2,5-10,,Hayır,,
10.000TL,özel di̇zayn sifir eşyali ki̇ralik 1+1..!,55 M2,1+1,6,2.Kat,Yerden Isıtma,Eşyalı,60 M2,0 (Yeni),,Hayır,,
